,doi,file,r32,r36,r40,result,success,publicationDate,publisher,subject,type,name
972,doi:10.7910/DVN/O4BMLG,Appendix_Tables2-8.R,Error in library(MSBVAR) : there is no package called 'MSBVAR',Error in library(MSBVAR) : there is no package called 'MSBVAR',Error in library(MSBVAR) : there is no package called 'MSBVAR',Error in library(MSBVAR) : there is no package called 'MSBVAR',0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
973,doi:10.7910/DVN/O4BMLG,Manuscript_Figure1.R,success,success,success,success,1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
974,doi:10.7910/DVN/O4BMLG,Manuscript_Figure2.R,success,success,success,success,1,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
975,doi:10.7910/DVN/4WNGEJ,CLM_appendix.R,"Error in eval(expr, envir, enclos) : could not find function 'read_rds'",success,Error : Corrupt `grouped_df` using old (< 0.8.0) format.ℹ Strip off old grouping with `ungroup()`.,success,1,2018,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
980,doi:10.7910/DVN/4WNGEJ,CLM_in_text_figures.R,,success,,success,1,2018,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
981,doi:10.7910/DVN/4WNGEJ,CLM_study_labels.R,,success,,success,1,2018,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
982,doi:10.7910/DVN/4WNGEJ,CLM_study_summaries.R,,success,,success,1,2018,alexandercoppock,Social Sciences,RESEARCHERS,Alexander Coppock Dataverse
986,doi:10.7910/DVN/SJBWC3,rd.export.R,success,,,success,1,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
988,doi:10.7910/DVN/7PZHF6,balance_table_UPP_noUPP.R,"Error in FUN(X[[i]], ...) : there is no package called 'readstata13'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<aa> DP'","Error in FUN(X[[i]], ...) : there is no package called 'weights'","Error in type.convert.default(data[[i]], as.is = as.is[i], dec = dec,  :   invalid multibyte string at '<aa> DP'",0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
989,doi:10.7910/DVN/7PZHF6,buffer_100m_replication.R,"Error in FUN(X[[i]], ...) : there is no package called 'plm'",Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,Error in makeRestartList(...) : reached elapsed time limit,0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
990,doi:10.7910/DVN/7PZHF6,compare_public_micro.R,"Error in FUN(X[[i]], ...) : there is no package called 'plm'",success,success,success,1,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
992,doi:10.7910/DVN/7PZHF6,disque_denuncia_mapping_criminal.R,"Error in FUN(X[[i]], ...) : there is no package called 'plm'",success,,success,1,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1000,doi:10.7910/DVN/QTWTFF,Replication01_Main.R,Error in is.factor(x) : object 'country_id' not found,Error in is.factor(x) : object 'country_id' not found,Error in is.factor(x) : object 'country_id' not found,Error in is.factor(x) : object 'country_id' not found,0,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1001,doi:10.7910/DVN/QTWTFF,Replication02_Appendix.R,Error in is.factor(x) : object 'country_id' not found,Error in is.factor(x) : object 'country_id' not found,Error in is.factor(x) : object 'country_id' not found,Error in is.factor(x) : object 'country_id' not found,0,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
1002,doi:10.7910/DVN/HSCUNB,Syntax_TOPK.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1003,doi:10.7910/DVN/QTOIQF,felm_loop.R,success,success,success,success,1,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1004,doi:10.7910/DVN/QTOIQF,figure_1.R,Error in function_list[[k]](value) :   could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1005,doi:10.7910/DVN/QTOIQF,figure_2.R,"Error in eval(expr, envir, enclos) : could not find function 'demeanlist'","Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'","Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'","Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'",0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1006,doi:10.7910/DVN/QTOIQF,figure_a2.R,"Error in eval(expr, envir, enclos) : could not find function 'demeanlist'","Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'","Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'","Error in demeanlist(dyadDataUse[, diff_scaled_alt_1], dyadDataUse[, list(tot_sum_f)]) :   could not find function 'demeanlist'",0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1007,doi:10.7910/DVN/QTOIQF,figures_a1_a3_a4_tables_a1_a2.R,Error in function_list[[k]](value) :   could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1008,doi:10.7910/DVN/QTOIQF,figures_b10_to_b19_b20_b21.R,Error in function_list[[k]](value) :   could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1009,doi:10.7910/DVN/QTOIQF,figures_b1_to_b9_b18.R,Error in function_list[[k]](value) :   could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1010,doi:10.7910/DVN/QTOIQF,figures_b22_b23.R,Error in function_list[[k]](value) :   could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',Error in as.data.table(.) : could not find function 'as.data.table',0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1011,doi:10.7910/DVN/QTOIQF,figures_c1_c2.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1012,doi:10.7910/DVN/QTOIQF,figures_d1_to_d3.R,Error in fread('./data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv') :   File is empty: /dev/shm/file17268d3c37,Error in fread('./data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv') :   File './data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv' does not exist or is non-readable. getwd()=='/usr/workdir',Error in fread('./data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv') :   File './data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv' does not exist or is non-readable. getwd()=='/usr/workdir',Error in fread('./data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv') :   File './data/newspaperData/rawData/tables/scrapers_newspaper_issue.csv' does not exist or is non-readable. getwd()=='/usr/workdir',0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1013,doi:10.7910/DVN/QTOIQF,figures_d4_to_d7.R,Error in fread('./data/analysisData/manual_lynching_coverage_clean.csv') :   File is empty: /dev/shm/file17237977e39,Error in fread('./data/analysisData/manual_lynching_coverage_clean.csv') :   File './data/analysisData/manual_lynching_coverage_clean.csv' does not exist or is non-readable. getwd()=='/usr/workdir',Error in fread('./data/analysisData/manual_lynching_coverage_clean.csv') :   File './data/analysisData/manual_lynching_coverage_clean.csv' does not exist or is non-readable. getwd()=='/usr/workdir',Error in fread('./data/analysisData/manual_lynching_coverage_clean.csv') :   File './data/analysisData/manual_lynching_coverage_clean.csv' does not exist or is non-readable. getwd()=='/usr/workdir',0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1014,doi:10.7910/DVN/QTOIQF,loess_cv.R,success,success,success,success,1,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1032,doi:10.7910/DVN/QTOIQF,make_directory.R,,success,success,success,1,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
1047,doi:10.7910/DVN/CNQUN3,CER_Elec_Analysis.R,Error in file.exists(extdata) : object 'extdata' not found,Error in file.exists(extdata) : object 'extdata' not found,Error in file.exists(extdata) : object 'extdata' not found,Error in file.exists(extdata) : object 'extdata' not found,0,2019,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
1053,doi:10.7910/DVN/WHUEZA,analysis.R,"Error in eval(expr, envir, enclos) : could not find function 'cronbach'","Error in cronbach(dfData[, c('qual_1', 'qual_2', 'qual_3', 'qual_4')]) :   could not find function 'cronbach'","Error in cronbach(dfData[, c('qual_1', 'qual_2', 'qual_3', 'qual_4')]) :   could not find function 'cronbach'","Error in cronbach(dfData[, c('qual_1', 'qual_2', 'qual_3', 'qual_4')]) :   could not find function 'cronbach'",0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1054,doi:10.7910/DVN/WHUEZA,sosci_import_computational_journalism_2015-01-29.r,success,success,success,success,1,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
1055,doi:10.7910/DVN/F0GMX1,gen_auth.R,success,success,success,success,1,2019,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
1060,doi:10.7910/DVN/GLFP8L,Schneider_2018_two_step_replication.R,"Error in eval(expr, envir, enclos) :   could not find function 'superSubset'","Error in superSubset(data = HAS, conditions = c('MC', 'GP', 'PI', 'MS'),  :   could not find function 'superSubset'","Error in superSubset(data = HAS, conditions = c('MC', 'GP', 'PI', 'MS'),  :   could not find function 'superSubset'","Error in superSubset(data = HAS, conditions = c('MC', 'GP', 'PI', 'MS'),  :   could not find function 'superSubset'",0,2018,cqs,Social Sciences,UNCATEGORIZED,Carsten Q. Schneider Dataverse
1061,doi:10.7910/DVN/QTBTB1,Mediation_shortfall_replication_revised.R,success,success,success,success,1,2020,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
1062,doi:10.7910/DVN/FMX62W,eba_bsc_A.R,"Error in eval(expr, envir, enclos) :   could not find function 'read.csv.raw'","Error in read.csv.raw(paste(dir.path, 'FailedCoupsEBA_0_0.csv', sep = '')) :   could not find function 'read.csv.raw'","Error in read.csv.raw(paste(dir.path, 'FailedCoupsEBA_0_0.csv', sep = '')) :   could not find function 'read.csv.raw'","Error in read.csv.raw(paste(dir.path, 'FailedCoupsEBA_0_0.csv', sep = '')) :   could not find function 'read.csv.raw'",0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1063,doi:10.7910/DVN/FMX62W,eba_bsc_B.R,"Error in eval(expr, envir, enclos) :   could not find function 'read.csv.raw'","Error in file(con, 'rb') : cannot open the connection","Error in file(con, 'rb') : cannot open the connection","Error in file(con, 'rb') : cannot open the connection",0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1064,doi:10.7910/DVN/FMX62W,eba_pth_A.R,"Error in eval(expr, envir, enclos) :   could not find function 'read.csv.raw'","Error in file(con, 'rb') : cannot open the connection","Error in file(con, 'rb') : cannot open the connection","Error in file(con, 'rb') : cannot open the connection",0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1065,doi:10.7910/DVN/FMX62W,eba_pth_B.R,"Error in eval(expr, envir, enclos) :   could not find function 'read.csv.raw'","Error in file(con, 'rb') : cannot open the connection","Error in file(con, 'rb') : cannot open the connection","Error in file(con, 'rb') : cannot open the connection",0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1066,doi:10.7910/DVN/FMX62W,rAnalysis.r,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
1067,doi:10.7910/DVN/FMX62W,rAnalysisAppendix.r,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
